Başlık,Marka,Ürün Modeli,Kullanım Amacı,Renk,Cihaz Ağırlığı,İşlemci Tipi,İşlemci,İşlemci Nesli,İşlemci Çekirdek Sayısı,İşlemci Cache,Temel İşlemci Hızı,Maksimum İşlemci Hızı,Ram (Sistem Belleği),Ram Tipi,Bellek Hızı,SSD Kapasitesi,Harddisk Kapasitesi,Ekran Boyutu,Ekran Panel Tipi,Max Ekran Çözünürlüğü,Ekran Özelliği,Ekran Yenileme Hızı,Ekran Kartı Tipi,Ekran Kartı,Ekran Kartı İşlemcisi,Ekran Kartı Hafızası,Ekran Kartı Bellek Tipi,İşletim Sistemi,Çekilme Zamanı,Fiyat (TRY),Link
"Lenovo Loq 15IRX10 83JE00ETTR-05 I7-13650HX 16GB Ddr5 2tb SSD RTX5060-8GB 15.6"" IPS 144Hz Dos",Lenovo,Oyun Bilgisayarları,,Gri,2 - 4 kg,Intel Core i7,13650HX,13.Nesil,,24 MB Cache,,"4,9 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5060,,8 GB,GDDR7,Yok (Free Dos),2025-12-02 04:35:22,63.749 TL,https://www.hepsiburada.com/lenovo-loq-15irx10-83je00ettr-05-i7-13650hx-16gb-ddr5-2tb-ssd-rtx5060-8gb-15-6-ips-144hz-dos-p-HBCV0000A125NN
"Lenovo Loq 15IRX10 83JE00ETTR-03 I7-13650HX 16GB Ddr5 512GB SSD RTX5060-8GB 15.6"" IPS 144Hz Dos",Lenovo,Oyun Bilgisayarları,,Gri,2 - 4 kg,Intel Core i7,13650HX,13.Nesil,,24 MB Cache,,"4,9 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5060,,8 GB,GDDR7,Yok (Free Dos),2025-12-02 04:35:27,58.039 TL,https://www.hepsiburada.com/lenovo-loq-15irx10-83je00ettr-03-i7-13650hx-16gb-ddr5-512gb-ssd-rtx5060-8gb-15-6-ips-144hz-dos-p-HBCV0000A1258Q
"Lenovo Loq 15IRX10 83JE00ETTR-07 I7-13650HX 32GB Ddr5 1tb SSD RTX5060-8GB 15.6"" IPS 144Hz Dos",Lenovo,Oyun Bilgisayarları,,Gri,2 - 4 kg,Intel Core i7,13650HX,13.Nesil,,24 MB Cache,,"4,9 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5060,,8 GB,GDDR7,Yok (Free Dos),2025-12-02 04:35:31,"68.334,88 TL",https://www.hepsiburada.com/lenovo-loq-15irx10-83je00ettr-07-i7-13650hx-32gb-ddr5-1tb-ssd-rtx5060-8gb-15-6-ips-144hz-dos-p-HBCV0000A124VR
"Lenovo Loq 15IRX10 83JE00ETTR-08 I7-13650HX 32GB Ddr5 2tb SSD RTX5060-8GB 15.6"" IPS 144Hz Dos",Lenovo,Oyun Bilgisayarları,,Gri,2 - 4 kg,Intel Core i7,13650HX,13.Nesil,,24 MB Cache,,"4,9 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5060,,8 GB,GDDR7,Yok (Free Dos),2025-12-02 04:35:36,"70.498,31 TL",https://www.hepsiburada.com/lenovo-loq-15irx10-83je00ettr-08-i7-13650hx-32gb-ddr5-2tb-ssd-rtx5060-8gb-15-6-ips-144hz-dos-p-HBCV0000A1DKM8
"Lenovo Loq 15IRX10 83JE00ETTR-04 I7-13650HX 16GB Ddr5 1tb SSD RTX5060-8GB 15.6"" IPS 144Hz Dos",Lenovo,Oyun Bilgisayarları,,Gri,2 - 4 kg,Intel Core i7,13650HX,13.Nesil,,24 MB Cache,,"4,9 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5060,,8 GB,GDDR7,Yok (Free Dos),2025-12-02 04:35:40,61.579 TL,https://www.hepsiburada.com/lenovo-loq-15irx10-83je00ettr-04-i7-13650hx-16gb-ddr5-1tb-ssd-rtx5060-8gb-15-6-ips-144hz-dos-p-HBCV0000A1CXL0
"Lenovo Loq 15IRX10 83JE00ETTR-01 I7-13650HX 12GB Ddr5 1tb SSD RTX5060-8GB 15.6"" IPS 144Hz Dos",Lenovo,Oyun Bilgisayarları,,Gri,2 - 4 kg,Intel Core i7,13650HX,13.Nesil,,24 MB Cache,,"4,9 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5060,,8 GB,GDDR7,Yok (Free Dos),2025-12-02 04:35:45,60.439 TL,https://www.hepsiburada.com/lenovo-loq-15irx10-83je00ettr-01-i7-13650hx-12gb-ddr5-1tb-ssd-rtx5060-8gb-15-6-ips-144hz-dos-p-HBCV0000A11X6U
"Lenovo Loq 15IRX10 83JE00ETTR-02 I7-13650HX 12GB Ddr5 2tb SSD RTX5060-8GB 15.6"" IPS 144Hz Dos",Lenovo,Oyun Bilgisayarları,,Gri,2 - 4 kg,Intel Core i7,13650HX,13.Nesil,,24 MB Cache,,"4,9 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 5060,,8 GB,GDDR7,Yok (Free Dos),2025-12-02 04:35:49,62.599 TL,https://www.hepsiburada.com/lenovo-loq-15irx10-83je00ettr-02-i7-13650hx-12gb-ddr5-2tb-ssd-rtx5060-8gb-15-6-ips-144hz-dos-p-HBCV0000A11VKI
Lenovo LOQ 15ARP9 83JC00E3TR AMD Ryzen 7-7435HS 12GB DDR5 1TB SSD RTX4050 6GB 15.6 inç 144Hz Full HD FreeDos Gaming Laptop,Lenovo,Oyun Bilgisayarları,Oyun ve Eğlence,"Siyah, Gri",2 - 4 kg,AMD Ryzen 7,7435HS,7.Nesil,,16 MB Cache,"3,1 GHz","4,5 GHz",,DDR5,4800 MHz,,Yok,"15,6 inç",FHD,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4050,Nvidia GeForce RTX,6 GB,GDDR6,Yok (Free Dos),2025-12-02 04:35:54,41.999 TL,https://www.hepsiburada.com/lenovo-loq-15arp9-83jc00e3tr-amd-ryzen-7-7435hs-12gb-ddr5-1tb-ssd-rtx4050-6gb-15-6-inc-144hz-full-hd-freedos-gaming-laptop-p-HBCV00007DKSFD
"Acer Aspire 3 I5-1235U 16 GB 512 GB SSD 15,6"" FHD IPS Windows 11 Gümüş Taşınabilir Bilgisayar NX.K6TEY.002+165",Acer,Notebook,Ofis ve İş,Gümüş,2 kg ve Altı,Intel Core i5,1235U,12.Nesil,10,12 MB Cache,"1,3 GHz","4,4 GHz",,DDR4,3200 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,60 Hz,Dahili Ekran Kartı,Intel Iris Xe Graphics,Intel Iris Xe Graphics,Paylaşımlı,Paylaşımlı,Windows 11 Home,2025-12-02 04:35:59,"22.832,58 TL",https://www.hepsiburada.com/acer-aspire-3-i5-1235u-16-gb-512-gb-ssd-15-6-fhd-ips-windows-11-gumus-tasinabilir-bilgisayar-nx-k6tey-002-165-pm-HBC00009N2BAO
"Lenovo V15 82TT0055TX02 I7-1255U 24GB 512SSD 15.6"" Fullhd Freedos Taşınabilir Bilgisayar",Lenovo,Notebook,Ofis ve İş,"Siyah, Siyah",2 kg ve Altı,Intel Core i7,Intel Core i7,12.Nesil,,12 MB Cache,"1,2 GHz","4,7 GHz",24 GB,DDR4,3200 MHz,512 GB,Yok,"15,6 inç",TN,1920 x 1080,Full HD,,Dahili Ekran Kartı,Intel Iris Xe Graphics,Intel Iris Xe Graphics,Paylaşımlı,Onboard,Yok (Free Dos),2025-12-02 04:36:03,27.990 TL,https://www.hepsiburada.com/lenovo-v15-82tt0055tx02-i7-1255u-24gb-512ssd-15-6-fullhd-freedos-tasinabilir-bilgisayar-pm-HBC00004LQQMB
"Lenovo Ideapad 3 i3-1215U 8 GB 512 GB SSD 15.6"" FHD FreeDos 82RK0181TX",Lenovo,Notebook,Ev Kullanıcıları - Öğrenci,Gri,2 kg ve Altı,Intel Core i3,1215U,12.Nesil,6,10 MB Cache,"3,3 GHz",,8 GB,DDR4,3200 MHz,512 GB,,"15,6 inç",TN,1920 x 1080,Full HD,,Dahili Ekran Kartı,Onboard,Intel UHD Graphics,Paylaşımlı,Onboard,Yok (Free Dos),2025-12-02 04:36:08,17.899 TL,https://www.hepsiburada.com/lenovo-ideapad-3-intel-core-i3-1215u-8gb-512gb-ssd-freedos-15-6-pm-HBC00008T1PX9
"Asus Vivobook 15 13.nesil Core I3 1315U-8GB-512GB SSD-15.6""-Windows 11 Taşınabilir bilgisayar",Asus,Notebook,,Gümüş,2 kg ve Altı,Intel Core i3,1315U,13.Nesil,,10 MB Cache,,"4,5 GHz",8 GB,DDR4,Belirtilmemiş,512 GB,Yok,"15,6 inç",LED,1920 x 1080,,,Dahili Ekran Kartı,Intel UHD Graphics,,Paylaşımlı,Onboard,Windows 11 Home,2025-12-02 04:36:12,"17.295,99 TL",https://www.hepsiburada.com/asus-vivobook-15-13-nesil-core-i3-1315u-8gb-512gb-ssd-15-6-windows-11-tasinabilir-bilgisayar-pm-HBC00008I3HJ0
"Asus Tuf Gaming A15 FA506NCRA18-HN001A18 Amd Ryzen 7 7435HS 16GB 1tb SSD RTX3050 Freedos 15.6"" Fhd 144Hz IPS Taşınabilir Bilgisayar",Asus,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 - 4 kg,AMD Ryzen 7,7435HS,Ryzen,8,16 MB Cache,"3,1 GHz","4,5 GHz",,DDR5,5600 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,4 GB,GDDR6,Yok (Free Dos),2025-12-02 04:36:17,"38.023,03 TL",https://www.hepsiburada.com/asus-tuf-gaming-a15-fa506ncra18-hn001a18-amd-ryzen-7-7435hs-16gb-1tb-ssd-rtx3050-freedos-15-6-fhd-144hz-ips-tasinabilir-bilgisayar-pm-HBC0000AD60K6
"Lenovo Ideapad 3 Celeron N4120 4gb Ram 128GB 15.6"" Windows 11 Taşınabilir Bilgisayar 82V7005MTX",Lenovo,Notebook,Ev Kullanıcıları - Öğrenci,Gri,1 - 2 kg,Intel Celeron,N4120,4.Nesil,,4 MB Cache,"1,1 GHz","2,6 GHz",4 GB,DDR4,2666 MHz,,,"15,6 inç",LED,1366 x 768,HD,,Dahili Ekran Kartı,Intel UHD Graphics 630,,Paylaşımlı,Onboard,Windows 11 Home,2025-12-02 04:36:22,10.499 TL,https://www.hepsiburada.com/lenovo-ideapad1-celeron-n4120-4gb-ram-128gb-15-6-windows-11-tasinabilir-bilgisayar-82v7005mtx-pm-HBC000038SOD5
"Asus Tuf Gaming A15 FA506NCRA78-HN001A78 Amd Ryzen 7 7435HS 16GB 512GB SSD RTX3050 Freedos 15.6"" Fhd 144Hz IPS Taşınabilir Bilgisayar",Asus,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 - 4 kg,AMD Ryzen 7,7435HS,Ryzen,8,16 MB Cache,"3,1 GHz","4,5 GHz",,DDR5,5600 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,4 GB,GDDR6,Yok (Free Dos),2025-12-02 04:36:27,"35.307,03 TL",https://www.hepsiburada.com/asus-tuf-gaming-a15-fa506ncra78-hn001a78-amd-ryzen-7-7435hs-16gb-512gb-ssd-rtx3050-freedos-15-6-fhd-144hz-ips-tasinabilir-bilgisayar-pm-HBC0000AD60KC
"Apple MacBook Air M3 16GB 256GB SSD macOS 13"" Taşınabilir Bilgisayar Uzay Grisi MC8G4TU/A",Apple,Notebook,,Gri,2 kg ve Altı,Apple M3,Apple M3,Apple M3,,Belirtilmemiş,,Yok,,Belirtilmemiş,Belirtilmemiş,,Yok,13 inç,Liquid Retina Ekran,2560 x 1440,,,Dahili Ekran Kartı,Onboard,,Paylaşımlı,Onboard,macOS,2025-12-02 04:36:32,48.499 TL,https://www.hepsiburada.com/apple-macbook-air-m3-cip-8gb-512gb-ssd-macos-13-tasinabilir-bilgisayar-uzay-grisi-mrxp3tu-a-pm-HBC000061W66W
Lenovo ThinkBook 14 G6 IRL 21KG004NTRV3 Intel Core i7-13700H 16GB DDR5 1TB SSD 14 inç 60Hz WUXGA FreeDos Laptop,Lenovo,Notebook,Ofis ve İş,"Gri, Gri",2 - 4 kg,Intel Core i7,Intel Core i7,13.Nesil,,24 MB Cache,"3,7 GHz",5 GHz,,DDR5,5200 MHz,,Yok,14 inç,IPS,1920 x 1200,WUXGA,60 Hz,Dahili Ekran Kartı,Intel Iris Xe Graphics,Intel Iris Xe Graphics,Belirtilmemiş,Onboard,Yok (Free Dos),2025-12-02 04:36:37,48.399 TL,https://www.hepsiburada.com/lenovo-thinkbook-14-g6-irl-21kg004ntrv3-intel-core-i7-13700h-16gb-ddr5-1tb-ssd-14-inc-60hz-wuxga-freedos-laptop-p-HBCV00006I4TQQ
"Asus Intel Celeron N4500 4gb Ram 128GB Emmc Intel Hd Graphics 15.6"" Fhd W11 Mavi Notebook",Asus,Notebook,,Mavi,2 - 4 kg,Intel Tabanlı,N4500,Yok,,Belirtilmemiş,"1,83 GHz",Yok,4 GB,Belirtilmemiş,Belirtilmemiş,128 GB,Yok,"15,6 inç",FHD,1920 x 1080,Full HD,60 Hz,Dahili Ekran Kartı,Intel HD Graphics,Intel UHD Graphics,Paylaşımlı,Paylaşımlı,Windows 11 Home,2025-12-02 04:36:41,9.389 TL,https://www.hepsiburada.com/asus-e510ka-ej483w-intel-celeron-n4500-4gb-ram-128gb-emmc-intel-hd-graphics-15-6-fhd-w11-mavi-notebook-pm-HBC00007RSLTP
"Lenovo Thinkbook 16P G5 Irx Intel Core I9 14900HX 64GB 4tb SSD RTX4060 Windows 10 Pro 16"" Wqsxga 165Hz IPS Taşınabilir Bilgisayar 21N50024TRA36",Lenovo,Oyun Bilgisayarları,,Gri,2 - 4 kg,Intel Core i9,Intel Core i9,14.Nesil,,36 MB Cache,"2,2 GHz","5,8 GHz",64 GB,DDR5,5600 MHz,4 TB,Yok,16 inç,IPS,3200 x 2000,,165 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4060,Nvidia GeForce RTX,8 GB,GDDR6,Windows 10 Pro,2025-12-02 04:36:46,120.062 TL,https://www.hepsiburada.com/lenovo-thinkbook-16p-g5-irx-intel-core-i9-14900hx-64gb-4tb-ssd-rtx4060-windows-10-pro-16-wqsxga-165hz-ips-tasinabilir-bilgisayar-21n50024tra36-pm-HBC00007ETMPN
"Lenovo Thinkpad E14 21JK00LCTX012 I5-13420H 16GB 512SSD 14"" Wuxga W11P Dizüstü BILGISAYAR-CNT013",Lenovo,Notebook,,"Siyah, Siyah",2 - 4 kg,Intel Core i5,13420H,13.Nesil,,12 MB Cache,"1,5 GHz","4,6 GHz",,DDR4,3200 MHz,,Yok,14 inç,IPS,1920 x 1200,WUXGA,60 Hz,Dahili Ekran Kartı,Intel UHD Graphics,Intel UHD Graphics,Paylaşımlı,Paylaşımlı,Windows 11 Pro,2025-12-02 04:36:50,"41.061,02 TL",https://www.hepsiburada.com/lenovo-thinkpad-e14-21jk00lctx012-i5-13420h-16gb-512ssd-14-wuxga-w11p-dizustu-bilgisayar-cnt013-pm-HBC0000957VKL
"Casper Nirvana Z100 i5-1335U 8GB LPDDR5 500GB SSD 14"" W11H Oniks Siyah Laptop Z100.1335-8V00T-S-Q",Casper,Notebook,,Siyah,1 - 2 kg,Intel Core i5,1335U,13.Nesil,,12 MB Cache,,"4,6 GHz",8 GB,,Belirtilmemiş,512 GB,Yok,14 inç,IPS,2560 x 1600,QHD,,Dahili Ekran Kartı,Paylaşımlı,,Paylaşımlı,Onboard,Windows 11 Home,2025-12-02 04:36:55,29.199 TL,https://www.hepsiburada.com/casper-nirvana-z100-i5-1335u-8gb-lpddr5-500gb-ssd-14-w11h-oniks-siyah-laptop-z100-1335-8v00t-s-q-pm-HBC00005XAUGO
"Lenovo V15 G4 82YY0013TR Ryzen 7 7730U 16GB 512GB SSD 15.6"" Full Hd Freedos Notebook",Lenovo,Notebook,,"Siyah, Siyah",Belirtilmemiş,AMD Ryzen 7,AMD Ryzen 7,7.Nesil,,512 Kb Cache,"4,5 GHz",2 GHz,16 GB,Belirtilmemiş,Belirtilmemiş,512 GB,512 GB,15 inç,TN,1920 x 1080,Full HD,60 Hz,,AMD Radeon Graphics,AMD Radeon,Belirtilmemiş,,Yok (Free Dos),2025-12-02 04:36:59,24.999 TL,https://www.hepsiburada.com/lenovo-v15-g4-82yy0013tr-ryzen-7-7730u-16gb-512gb-ssd-15-6-full-hd-freedos-notebook-pm-HBC0000768PLG
"Lenovo Ideapad Slim 3 16IRH10 Intel Core I7 13620H 24GB 1tb SSD Windows 11 Home 16"" Wuxga (1920X1200) IPS 300NITS Taşınabilir Bilgisayar 83K2001VTRH05 + Zetta Çanta",Lenovo,Notebook,,Gri,2 kg ve Altı,Intel Core i7,13620H,13.Nesil,,24 MB Cache,,"4,9 GHz",,DDR5,4800 MHz,,Yok,16 inç,IPS,1920 x 1200,WUXGA,,Dahili Ekran Kartı,Intel UHD Graphics,Intel UHD Graphics,Paylaşımlı,Paylaşımlı,Windows 11 Home,2025-12-02 04:37:04,"49.195,50 TL",https://www.hepsiburada.com/lenovo-ideapad-slim-3-16irh10-intel-core-i7-13620h-24gb-1tb-ssd-windows-11-home-16-wuxga-1920x1200-ips-300nits-tasinabilir-bilgisayar-83k2001vtrh05-zetta-canta-p-HBCV00008CNFDE
HP Probook 460 G11 A23BYEA007 ULTRA7-155H 32 GB 512 GB SSD 4 GB RTX2050 16'' Wuxga W11PRO Dizüstü Bilgisayar,HP,Oyun Bilgisayarları,,,2 kg ve Altı,Intel Core Ultra 7,155H,Series 1,16,24 MB Cache,,,,DDR5,,,Yok,16 inç,IPS,1920 x 1200,WUXGA,,,Nvidia GeForce RTX 2050,,4 GB,GDDR6,Windows 11 Pro,2025-12-02 04:37:09,"47.415,94 TL",https://www.hepsiburada.com/hp-probook-460-g11-a23byea007-ultra7-155h-32-gb-512-gb-ssd-4-gb-rtx2050-16-wuxga-w11pro-dizustu-bilgisayar-p-HBCV00009Q1G9D
"Lenovo Ideapad 3 17IAU7 Intel Core-I5 1235U 16 GB 1 Tb SSD Freedos 17.3"" Taşınabilir Bilgisayar",Lenovo,Notebook,Ofis ve İş,Gri,2 - 4 kg,Intel Core i5,Intel Core i5,12.Nesil,,12 MB Cache,,"4,4 GHz",,DDR4,3200 MHz,,Yok,"17,3 inç",IPS,1920 x 1080,Full HD,,Dahili Ekran Kartı,Intel Iris Xe Graphics,Intel Iris Xe Graphics,Paylaşımlı,Onboard,Yok (Free Dos),2025-12-02 04:37:14,"33.599,04 TL",https://www.hepsiburada.com/lenovo-ideapad-3-17iau7-intel-core-i5-1235u-16-gb-1-tb-ssd-freedos-17-3-tasinabilir-bilgisayar-p-HBCV000065WH20
"Casper Nirvana X600 Ryzen5-7430U 32GB 500GB SSD 15.6"" Freedos Laptop X600.7430-DV00X-G-F",Casper,Notebook,,Gri,2 kg ve Altı,AMD Ryzen 5,7430U,7.Nesil,,16 MB Cache,,"4,3 GHz",,DDR4,3200 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,,,Dahili Ekran Kartı,Paylaşımlı,,Paylaşımlı,Paylaşımlı,Yok (Free Dos),2025-12-02 04:37:18,25.099 TL,https://www.hepsiburada.com/casper-nirvana-x600-ryzen5-7430u-32gb-500gb-ssd-15-6-freedos-laptop-x600-7430-dv00x-g-f-p-HBCV00007NZ3BY
"Casper Nirvana S100 300NIT i5-13420H 32GB DDR5 500GB SSD 16"" Freedos Laptop S100.1342-DV00X-G-F",Casper,Notebook,,Titanyum Gri,2 kg ve Altı,Intel Core i5,13420H,13.Nesil,,12 MB Cache,,"4,6 GHz",,DDR5,4800 MHz,,Yok,16 inç,IPS,1920 x 1200,,,Dahili Ekran Kartı,Intel Graphics,,Paylaşımlı,Paylaşımlı,Yok (Free Dos),2025-12-02 04:37:23,27.599 TL,https://www.hepsiburada.com/casper-nirvana-s100-300nit-i5-13420h-32gb-ddr5-500gb-ssd-16-freedos-laptop-s100-1342-dv00x-g-f-p-HBCV00007YLGK4
"MSI CYBORG 15 A13VF-893XTR Intel Core i7 13620H 16GB 512GB SSD RTX4060 Freedos 15.6"" FHD 144Hz Taşınabilir Bilgisayar",MSI,Oyun Bilgisayarları,,Siyah,1 - 2 kg,Intel Core i7,Intel Core i7,13.Nesil,,24 MB Cache,1 GHz,"4,9 GHz",16 GB,DDR5,5200 MHz,512 GB,Yok,"15,6 inç",TN,1920 x 1080,,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4060,,8 GB,GDDR6,Yok (Free Dos),2025-12-02 04:37:28,"55.764,66 TL",https://www.hepsiburada.com/msi-cyborg-15-a13vf-893xtr-intel-core-i7-13620h-16gb-512gb-ssd-rtx4060-freedos-15-6-fhd-144hz-tasinabilir-bilgisayar-pm-HBC00005T87HU
HP Victus 16-R1057NT 9J260EA Intel Core i5-14500HX 16GB DDR5 1TB SSD RTX4060 8GB 16.1 inç 144 Hz Full HD Freedos Gaming Laptop,HP,Oyun Bilgisayarları,Oyun ve Eğlence,"Koyu Mavi, Uzay Grisi",2 - 4 kg,Intel Core i5,14500HX,14.Nesil,,Belirtilmemiş,"1,9 GHz","3,7 GHz",16 GB,DDR5,5600 MHz,1 TB,1 TB,"16,1 inç",IPS,1920 x 1080,Full HD,144 Hz,Harici Ekran Kartı,Nvidia GeForce RTX 4060,Nvidia GeForce RTX,8 GB,GDDR6,Yok (Free Dos),2025-12-02 04:37:33,61.979 TL,https://www.hepsiburada.com/hp-victus-16-r1057nt-9j260ea-intel-core-i7-14500hx-16gb-ddr5-1tb-ssd-rtx4060-8gb-16-1-inc-144-hz-full-hd-freedos-gaming-laptop-pm-HBC00005L4NFS
"Dell Vostro 3530 I5-1334U 32GB 512GB SSD 15.6"" Fhd Ubuntu Taşınabilir Bilgisayar N3409PVNB3530U 003",Dell,Notebook,Ofis ve İş,"Siyah, Siyah",1 - 2 kg,Intel Core i5,1334U,13.Nesil,,12 MB Cache,"1,3 GHz","4,6 GHz",,DDR4,3200 MHz,,Yok,"15,6 inç",WVA,1920 x 1080,Full HD,120 Hz,Dahili Ekran Kartı,Intel Iris Xe Graphics,Intel UHD Graphics,Paylaşımlı,Paylaşımlı,Ubuntu,2025-12-02 04:37:37,"29.759,04 TL",https://www.hepsiburada.com/dell-vostro-3530-i5-1334u-32gb-512gb-ssd-15-6-fhd-ubuntu-tasinabilir-bilgisayar-n3409pvnb3530u-003-p-HBCV00007J9P2G
"Casper Excalibur G870 i7-13620H 32GB 500GB 6GB RTX4050 15.6"" Freedos Gaming Laptop G870.1362-DVA0X-C",Casper,Oyun Bilgisayarları,,Gri,2 - 4 kg,Intel Core i7,13620H,13.Nesil,,24 MB Cache,,"4,9 GHz",,DDR4,3200 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4050,Nvidia GeForce RTX,6 GB,GDDR6,Yok (Free Dos),2025-12-02 04:37:42,54.099 TL,https://www.hepsiburada.com/casper-excalibur-g870-i7-13620h-32gb-500gb-6gb-rtx4050-15-6-freedos-gaming-laptop-g870-1362-dva0x-c-p-HBCV000088GGLP
"Apple MacBook Pro M4 Max 36GB 1TB SSD macOS 16"" Taşınabilir Bilgisayar Uzay Siyahı MX303TU/A",Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-02 04:37:46,200.000 TL,https://www.hepsiburada.com/apple-macbook-pro-m4-max-48gb-1tb-ssd-macos-16-tasinabilir-bilgisayar-uzay-siyahi-mx313tu-a-pm-HBC000078P3S5
"Monster Abra A5 V20.6.4 Intel Core I7 13620H 16 GB Ram 1 Tb SSD 4 GB Rtx 3050 Freedos 15,6"" Fhd 144 Hz Taşınabilir Bilgisayar",Monster,Notebook,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i7,Intel Core i7,13.Nesil,,24 MB Cache,"2,4 GHz","4,6 GHz",,DDR4,3200 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Dahili Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,4 GB,GDDR6,Yok (Free Dos),2025-12-02 04:37:51,59.000 TL,https://www.hepsiburada.com/monster-abra-a5-v20-6-4-intel-core-i7-13620h-16-gb-ram-1-tb-ssd-4-gb-rtx-3050-freedos-15-6-fhd-144-hz-tasinabilir-bilgisayar-p-HBCV00008MAG5Q
"Monster Abra A7 V16.2.3 Intel Core I7 13700HX 16 GB Ram 500 GB SSD 8 GB Rtx 5050 Windows 11 17,3"" Fhd 144 Hz Taşınabilir bilgisayar",Monster,Oyun Bilgisayarları,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i7,13700HX,13.Nesil,16,30 MB Cache,"2,1 GHz",5 GHz,,DDR5,4800 MHz,,Yok,"17,3 inç",IPS,1920 x 1080,Full HD,144 Hz,Dahili Ekran Kartı,Nvidia GeForce RTX 5050,Nvidia GeForce RTX,8 GB,GDDR7,Windows 11 Home,2025-12-02 04:37:55,58.999 TL,https://www.hepsiburada.com/monster-abra-a7-v16-2-3-intel-core-i7-13700hx-16-gb-ram-500-gb-ssd-8-gb-rtx-5050-windows-11-17-3-fhd-144-hz-tasinabilir-bilgisayar-p-HBCV00009OTH24
"Monster Abra A5 V20.5.1 Intel Core I5 13420H 16 GB Ram 1 Tb SSD 4 GB Rtx 3050 Windows 11 15,6"" Fhd 144 Hz Taşınabilir Bilgisayar",Monster,Notebook,Oyun ve Eğlence,Siyah,2 - 4 kg,Intel Core i5,Intel Core i5,13.Nesil,,12 MB Cache,"2,1 GHz","4,6 GHz",,DDR4,3200 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,Full HD,144 Hz,Dahili Ekran Kartı,Nvidia GeForce RTX 3050,Nvidia GeForce RTX,4 GB,GDDR6,Windows 11 Home,2025-12-02 04:38:00,40.499 TL,https://www.hepsiburada.com/monster-abra-a5-v20-5-1-intel-core-i5-13420h-16-gb-ram-1-tb-ssd-4-gb-rtx-3050-windows-11-15-6-fhd-144-hz-tasinabilir-bilgisayar-p-HBCV00008M5GLJ
"Casper Excalibur G870 i7-13620H 16GB 500 GB 6GB RTX4050 15.6"" Freedos Gaming Laptop G870.1362-BVA0X-C",Casper,Oyun Bilgisayarları,,Gri,2 - 4 kg,Intel Core i7,13620H,13.Nesil,,24 MB Cache,,"4,9 GHz",,DDR4,3200 MHz,,Yok,"15,6 inç",IPS,1920 x 1080,,,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4050,,6 GB,GDDR6,Yok (Free Dos),2025-12-02 04:38:05,46.799 TL,https://www.hepsiburada.com/casper-excalibur-g870-i7-13620h-16gb-500-gb-6gb-rtx4050-15-6-freedos-gaming-laptop-g870-1362-bva0x-c-p-HBCV00005KBEVK
